#{"t_start": 1779569062.872975, "env_id": "LunarLander-v3"}
r,l,t
-155.335982,65,0.09003
-252.160037,98,0.22016
-252.705874,131,0.397183
-233.527141,133,0.569154
-597.872518,194,0.816874
-737.212008,167,1.019152
-338.709977,79,1.118142
-387.294206,107,1.253901
-386.574538,86,1.360886
-383.065911,83,1.465158
-512.421864,90,1.579029
-219.984042,143,1.757955
-383.342286,192,2.027122
-356.770718,134,2.208896
-312.749713,142,2.440889
-505.015951,143,2.629493
-434.952649,140,2.806049
-525.28102,215,3.072687
-457.622206,143,3.247885
-326.622893,216,3.518257
-496.26682,266,3.84581
-314.879468,140,4.027803
-296.339443,189,4.26394
-459.966071,307,4.645491
-249.408814,101,4.779413
-74.476835,116,4.927978
-92.563439,172,5.147955
-177.460928,251,5.463215
-223.190353,154,5.659169
-215.184177,209,5.923236
-196.521046,226,6.207126
-247.466165,232,6.501109
-244.760001,217,6.784988
-4.396312,354,7.235641
176.284902,1000,8.510175
-133.561159,166,8.717407
-269.281989,187,8.946086
-230.85687,204,9.202865
-244.018868,193,9.445052
-157.908161,167,9.663011
-291.435529,289,10.034393
-22.375347,231,10.322015
-152.617656,230,10.614299
-69.144754,291,10.965141
39.376074,171,11.176662
-31.875332,315,11.568345
-29.503434,167,11.781346
-40.281721,335,12.195869
-75.896139,364,12.648438
-227.483958,270,12.988722
-188.585409,186,13.217279
-253.59842,288,13.577576
-80.670468,158,13.786488
-156.259232,144,13.96872
-68.183698,301,14.339057
-199.35059,228,14.62288
-29.11376,228,14.904266
79.533246,137,15.080047
-27.630358,265,15.429552
-182.528196,258,15.754838
-65.090848,167,15.955561
-146.988867,171,16.173498
-115.079519,443,16.733325
-223.169445,321,17.13993
-217.764818,318,17.551072
-6.945365,251,17.862204
-224.864559,395,18.380707
-27.646956,178,18.64689
-179.864617,285,19.142467
-92.80661,282,19.511759
-188.753002,226,19.795666
-151.117545,206,20.054451
-195.554711,271,20.412686
-197.094752,308,20.848148
-31.837031,238,21.150403
-201.39004,231,21.438563
-103.317114,252,21.75822
-58.474687,223,22.037709
230.561526,782,23.046779
-19.336373,286,23.400811
-65.467213,211,23.674613
-185.955245,217,23.951903
-202.549307,256,24.278111
-190.330123,216,24.543981
-3.582194,280,24.887488
-210.144156,286,25.228015
-102.610479,168,25.430086
-121.27449,184,25.656753
-30.484319,258,25.976413
-249.769474,284,26.33836
-166.255138,214,26.619692
-55.620119,182,26.853982
-196.929806,272,27.208985
-77.711815,225,27.503071
-160.739918,200,27.764028
-46.370648,230,28.052878
-341.700156,364,28.531431
245.895742,443,29.115676
2.85851,130,29.285289
-244.565674,381,29.781985
-212.478342,264,30.166424
-216.805865,339,30.726724
-22.286463,246,31.047129
-16.11603,203,31.310593
-27.268769,192,31.559239
7.492503,257,31.881235
-67.71829,261,32.204165
-198.070377,152,32.401605
-203.840218,230,32.702615
-102.928984,155,32.915776
-190.586488,148,33.115646
21.88393,102,33.251952
-168.94249,208,33.519544
16.863685,187,33.760504
156.643079,451,34.329574
-50.367064,213,34.61182
-153.57521,129,34.771983
6.659268,237,35.080485
-24.968456,143,35.254744
33.267779,294,35.619581
-29.550652,154,35.811654
-50.819875,160,36.018727
-59.840203,98,36.14897
-44.415542,256,36.482207
-208.020357,193,36.725366
-6.806719,217,36.997917
-59.562452,183,37.22213
-229.848507,188,37.461047
-95.897447,101,37.58587
-32.638569,220,37.871183
265.362312,359,38.544609
-160.415754,137,38.746566
-216.417723,239,39.042998
28.79874,159,39.24613
-185.985804,137,39.421768
-128.227993,165,39.642512
-23.501621,159,39.855349
207.497261,336,40.300703
-157.393515,155,40.499613
85.434361,143,40.684023
-158.107095,132,40.908254
33.547209,333,41.385572
226.751212,308,41.822755
-39.178128,450,42.624172
0.016459,211,42.99488
-64.034117,300,43.526625
108.946172,1000,45.343737
243.628622,428,46.206058
-24.816352,245,46.665314
-189.36202,192,47.013513
30.763316,103,47.19108
-141.028365,181,47.510129
-48.297839,262,47.848988
222.052955,372,48.331418
-239.989221,331,48.764198
-28.662629,202,49.020734
248.325369,299,49.403577
-38.403961,373,49.892219
-4.065353,163,50.104646
-61.421332,157,50.306474
-24.45967,166,50.523946
270.265031,317,50.947263
-175.361967,178,51.182488
67.228064,155,51.390414
-222.297001,229,51.677522
-0.071659,220,51.957129
-82.882293,164,52.164876
-223.353136,255,52.490656
-53.616858,181,52.724637
-97.110308,90,52.83931
-96.826928,276,53.191752
-43.573826,369,53.653485
-41.587714,361,54.273529
-68.210317,86,54.391986
-203.945274,232,54.738406
-193.590477,286,55.136951
-225.735375,167,55.36239
14.139506,172,55.596367
-177.405847,232,55.987958
46.609162,217,56.435045
-149.037147,134,56.712032
-190.023817,148,57.023493
-111.130767,94,57.228893
-43.558238,339,57.940915
-8.186796,102,58.150695
10.056225,189,58.459713
-57.180618,162,58.700567
37.579575,237,59.093055
-151.069822,144,59.280244
27.688228,154,59.486128
191.985189,366,59.999689
-163.79194,85,60.108655
-32.022246,228,60.407047
-156.515382,295,60.814911
18.491124,178,61.142047
295.499214,275,61.545784
-51.806573,258,61.874067
235.626994,317,62.298728
-17.359257,267,62.70855
-49.384973,101,62.889121
-78.607654,388,63.544024
49.564654,144,63.781485
-7.932544,216,64.117856
-78.981252,280,64.592353
5.243303,239,64.966431
-66.065717,358,65.516357
-41.866215,372,66.0069
231.468617,336,66.43865
-0.073929,179,66.665195
147.746837,545,67.370648
179.691164,463,67.955302
231.776481,427,68.502079
-21.156656,225,68.788259
-40.860327,125,68.947442
40.428483,235,69.245249
29.960358,212,69.511443
