#{"t_start": 1779568759.5468774, "env_id": "LunarLander-v3"}
r,l,t
-278.215203,82,0.145723
-7.355301,78,0.262074
-155.285305,93,0.389652
-542.805272,114,0.589603
-296.454072,113,0.762162
-612.312523,214,1.175885
-586.552308,98,1.342816
-187.617207,182,1.637588
-382.453811,91,1.768375
-534.136878,175,2.027405
-489.395705,123,2.208145
-467.570177,147,2.435581
-413.067257,119,2.59377
-376.358884,101,2.72648
-236.7188,84,2.85654
-440.466216,108,3.026057
-281.667018,341,3.528137
-677.929036,228,3.861228
-349.141641,95,4.020236
-532.982514,94,4.175694
-218.786694,310,4.667507
-190.703409,122,4.878819
-557.275113,171,5.116823
-516.78265,128,5.287725
-399.111332,78,5.386733
-631.436832,122,5.556171
-328.850086,92,5.68484
-460.295536,174,5.943458
-488.754915,131,6.125704
-260.154695,198,6.418181
-381.138508,231,6.731696
-642.891081,343,7.247952
-352.567475,181,7.62404
-533.140762,157,7.914415
-514.729822,143,8.110683
-410.928609,205,8.420125
-382.127004,112,8.644821
-442.946165,202,9.027114
-442.623918,211,9.353343
-323.224814,130,9.543508
-54.760314,167,9.775823
-391.056746,201,10.087916
-269.967039,251,10.432696
-237.700353,190,10.724592
-41.822055,225,11.175357
-265.448214,153,11.507195
-281.781808,296,12.056364
-196.639279,176,12.367751
-224.551105,178,12.609977
-118.382389,250,12.929127
-254.87211,222,13.218564
-121.623527,283,13.748476
-217.3697,209,14.128068
-96.656062,243,14.544528
-76.503716,233,14.925909
-68.868472,194,15.247206
-262.945687,360,15.896971
-22.83434,170,16.225553
-26.084765,119,16.470403
-4.13839,229,16.83835
-214.044573,194,17.143349
-156.454032,149,17.37367
60.424516,190,17.691317
-136.48265,225,17.986607
-61.860574,257,18.35549
-239.93101,262,18.764968
-158.402793,220,19.17385
-17.373385,151,19.39643
-29.583391,332,20.09025
-219.364345,208,20.52009
-232.150562,186,20.895032
-99.784862,285,21.430016
-196.626406,257,21.849012
-153.566505,144,22.078537
70.489504,1000,24.175145
-2.782496,178,24.469115
-229.311691,249,24.919191
-249.094875,276,25.279355
-190.676127,262,25.617504
143.136164,1000,27.097065
-196.755515,221,27.399446
-95.372019,213,27.680357
29.725399,176,27.911509
-19.387233,275,28.260113
-8.850701,237,28.57066
-175.27628,148,28.753357
-161.286882,218,29.044437
-44.823323,161,29.249032
-190.894991,200,29.502568
-183.450632,247,29.820899
-36.23708,233,30.120532
286.699162,467,30.726505
-59.051551,289,31.109946
-156.317364,269,31.460483
-39.734811,165,31.675779
-12.507361,246,32.008482
-86.801103,197,32.283381
-79.764915,192,32.540862
-88.384943,238,32.866378
-186.279793,284,33.249904
39.629555,195,33.509932
-219.992561,266,33.915322
-47.218906,163,34.15351
208.510182,622,35.031843
-11.918724,246,35.365414
-204.234298,234,35.712692
-90.408612,190,36.028341
-107.698397,301,36.501621
-108.547277,310,36.967809
-49.53162,398,37.642798
-1.133409,297,38.15916
-160.036866,212,38.485917
-209.648967,224,38.837077
-202.756939,306,39.285448
-271.543759,230,39.613895
-124.544431,302,40.103442
-180.908188,212,40.407151
-22.383458,229,40.74669
-211.085608,314,41.212911
-286.606472,402,41.846119
-204.613082,229,42.181093
-242.138621,161,42.411776
-0.335529,197,42.682026
-213.964488,196,42.933956
-188.327077,276,43.297995
-250.986805,218,43.572963
-72.896801,245,43.89686
-182.989102,233,44.211834
-138.282347,258,44.546603
286.771652,472,45.155622
-195.096971,274,45.575902
3.023626,296,46.048754
-105.88778,224,46.357193
-200.708526,344,46.979616
-78.371403,303,47.51735
48.758465,183,47.829173
-145.402849,225,48.204681
11.761251,247,48.528021
-69.083042,350,49.054913
-161.879226,159,49.328142
-111.287909,219,49.662636
-79.248208,178,49.888652
-165.891329,294,50.261064
-81.37925,308,50.655025
-51.753406,248,50.979852
-216.481631,268,51.311869
-55.075673,359,51.821227
-198.990394,213,52.121114
-245.015014,215,52.592614
-197.366794,279,53.008414
-209.034494,227,53.331454
-105.347928,337,53.938109
-151.995254,307,54.37116
-161.903086,245,54.764918
-72.256057,228,55.236438
-103.132516,289,55.852825
-182.194287,230,56.334424
-248.879938,216,56.71593
-218.248635,303,57.235114
205.494065,365,57.861582
-16.974905,249,58.185082
-241.575803,255,58.511428
-210.338734,334,58.946297
-212.930129,146,59.137795
-44.881638,187,59.373509
-207.194442,177,59.624997
-32.586578,220,59.961109
-67.794174,234,60.268236
-215.109998,240,60.574499
-26.195436,237,60.932571
-219.398502,230,61.232253
-182.375658,329,61.650608
188.049554,828,62.739764
112.890654,442,63.330992
-288.307281,372,63.802894
29.841381,197,64.058003
239.223769,878,65.353384
-214.506446,216,65.756806
24.016909,261,66.220626
-9.383823,210,66.64141
-37.015003,250,67.072644
-2.812059,253,67.464572
-45.974175,241,67.777295
-22.417065,293,68.14609
-54.496739,334,68.574457
-189.304347,259,68.894072
-227.642657,327,69.308509
-202.509655,155,69.50916
-225.034422,243,69.814919
-207.61278,184,70.044345
-49.733227,241,70.339056
-33.213082,310,70.733814
-220.807974,233,71.024113
-251.716014,367,71.484456
285.646104,485,72.291481
299.580006,554,73.271785
-45.455518,297,73.77725
-15.360029,185,74.048641
-153.586898,216,74.342443
-82.839889,227,74.646871
-20.470645,186,74.893674
-60.571399,263,75.25844
-195.45752,353,75.741189
-208.646261,284,76.127958
-209.939191,215,76.414049
-20.618122,172,76.643366
217.356457,663,77.528012
-218.441809,198,77.791793
-76.032103,206,78.07393
-57.888342,167,78.320549
208.120989,399,78.986254
-200.222327,204,79.38363
-49.930023,225,79.712649
-201.797517,248,80.080694
-13.867734,218,80.3828
-3.210346,177,80.664282
-25.912601,295,81.146399
-156.589551,357,81.863827
-28.392372,231,82.198983
262.384597,322,82.710756
229.822283,694,83.923795
-41.019399,221,84.229832
-69.014302,291,84.67598
-113.912432,362,85.204931
-140.943221,307,85.761673
-37.974582,223,86.227736
-63.909178,236,86.582037
50.167813,206,86.931974
-30.975436,226,87.360097
-192.057056,226,87.728283
-43.931258,275,88.208972
24.39801,286,88.635856
-228.626717,208,88.901413
-65.474171,211,89.17539
-36.03692,157,89.377478
-164.527405,147,89.571054
-49.055814,275,89.920131
-187.537956,195,90.169662
221.260989,319,90.585322
3.415242,286,90.95277
-213.433723,303,91.341149
-42.03914,175,91.566083
