#{"t_start": 1779553731.4862845, "env_id": "LunarLander-v3"}
r,l,t
-18.148494,82,0.077424
-399.323894,126,0.170908
-374.995735,89,0.249396
-628.078729,226,0.426049
-243.982556,91,0.493251
-175.431554,77,0.550411
-300.671216,112,0.630686
-221.751637,94,0.699443
-323.966883,128,0.796348
-319.676057,195,0.950923
-258.203337,140,1.067387
-278.213388,110,1.161696
-226.034408,79,1.254946
-230.099559,101,1.386798
-216.413793,127,1.492689
-277.811285,120,1.5944
-136.586016,134,1.692908
-165.092057,212,1.8475
-149.472899,107,1.927236
-265.624756,152,2.037583
-514.575448,188,2.174297
-594.372105,277,2.378338
-314.385457,160,2.496571
-309.58421,106,2.574914
-363.909707,153,2.690122
-277.60738,330,2.926193
-430.979623,159,3.042475
-124.73329,193,3.187478
-68.545063,209,3.337376
-259.407494,174,3.4635
-219.780945,229,3.62648
-205.215176,275,3.827566
-20.010935,262,4.017875
-41.340824,182,4.151685
-201.41328,230,4.316419
-334.480459,236,4.483507
-260.980611,287,4.694261
-166.003729,157,4.809091
-22.826512,180,4.939222
-253.208027,170,5.06225
-94.891585,197,5.206221
-145.080159,192,5.344149
-198.697105,215,5.500687
-17.687247,303,5.721617
-37.192858,270,5.915163
-205.243375,241,6.088587
212.474821,537,6.48481
-211.901762,261,6.678401
-163.639589,141,6.783269
-59.328641,276,6.983194
112.902608,1000,7.718059
-173.405771,216,7.871383
-197.588271,264,8.066594
130.676299,822,8.665024
-8.142733,179,8.795375
-231.383384,228,8.961785
-228.312174,266,9.158598
-101.943622,159,9.273251
-77.010043,280,9.475076
-186.663764,203,9.620335
-91.488143,319,9.847959
-193.151875,203,10.002714
-50.544273,241,10.175657
-234.733061,221,10.333851
-58.193392,254,10.515845
-250.159713,258,10.698858
-236.056962,147,10.804533
-91.30064,274,10.9991
-71.919385,323,11.222976
284.940812,358,11.48016
223.141708,544,11.873169
238.09661,309,12.095639
88.478987,186,12.230098
-175.152688,240,12.405457
207.521735,612,12.855069
-126.949835,143,12.960433
-11.330126,280,13.161861
20.129777,215,13.315685
-12.534501,158,13.429732
207.199292,469,13.773222
247.419279,310,14.000178
-24.302745,240,14.172773
-6.027456,281,14.377297
-168.079971,228,14.544709
-98.927836,173,14.668564
-98.558734,163,14.788076
-127.45863,152,14.899842
-70.9023,120,14.986576
253.449024,596,15.425653
-62.201655,125,15.515574
-21.118067,192,15.652725
2.890913,172,15.773704
-41.705489,261,15.963645
-50.725894,248,16.145368
-33.990281,109,16.223694
222.123453,369,16.490158
-176.314916,150,16.597778
-169.431304,128,16.691433
-125.479823,130,16.786132
-0.64956,196,16.930509
15.545483,177,17.056785
-54.689025,273,17.2553
