#{"t_start": 1779570140.394106, "env_id": "LunarLander-v3"}
r,l,t
-130.552389,86,0.357631
-182.098394,109,0.834027
-391.605589,94,1.307913
-148.801543,107,1.840108
-399.111294,89,2.236146
-254.18876,113,2.724761
-296.303451,100,3.143677
-80.29816,71,3.430476
-74.899011,94,3.774009
-94.442191,98,4.28157
-66.898213,127,8.804222
-153.749461,108,9.345831
-265.847422,74,9.738806
-127.800591,96,10.238604
-128.259092,77,10.73628
-70.166239,74,11.148698
-184.921682,103,11.787144
-118.556315,146,12.565714
-78.919029,66,12.853223
-107.627632,75,13.174478
-369.668284,112,13.681285
-80.315462,99,17.748261
-104.625362,65,17.97883
-83.383824,67,18.219185
-255.325349,110,18.618433
-229.212524,126,19.074886
-174.377058,95,19.409976
-166.582166,112,19.857177
-81.755473,71,20.162592
-163.040221,109,20.545837
-82.184412,68,20.79062
-195.592245,88,21.123871
-73.358164,116,25.332257
-225.061411,108,25.920642
-62.632871,85,26.254121
-88.173656,77,26.522003
-96.275371,125,26.996054
-191.765193,104,27.386282
-146.491591,100,27.753082
-96.596287,85,28.080158
-104.181269,113,28.510572
-93.859426,100,29.076625
-67.224336,124,34.221738
-90.294247,86,34.676717
-66.589666,110,35.172002
-88.841938,71,35.528387
-71.221246,73,35.911437
-156.245095,106,36.430692
-126.77534,101,36.927379
-107.096947,86,37.331107
-81.317306,139,38.074849
-92.054888,86,39.163173
-57.693615,131,43.423464
-78.174284,111,43.825702
-69.545716,82,44.170027
-62.853439,92,44.558817
-47.818213,130,45.047494
-42.177916,73,45.31703
-77.964566,80,45.593212
-42.217468,86,45.89368
-80.281054,96,46.250564
-72.959427,99,46.649182
-52.495582,111,47.128624
-71.408472,82,50.766806
-54.106168,95,51.116761
-91.957922,96,51.472302
-21.907589,112,51.961517
-8.185267,120,52.422775
-71.427802,109,52.84586
-73.750919,123,53.33201
-50.39971,96,53.739354
-41.738265,122,54.313087
-72.43285,80,54.7438
-11.489458,90,58.765208
-68.711326,102,59.12411
11.688065,95,59.501636
-62.129927,101,59.908889
-52.561492,81,60.248212
-39.113964,124,60.801963
-65.598575,115,61.314353
-34.672369,75,61.651193
-30.182846,108,62.151475
6.203434,122,62.724611
-10.143357,77,66.864201
-84.470653,107,67.471076
-10.974995,107,67.930421
11.482092,125,68.430035
-60.990822,116,68.897975
1.602904,119,69.512706
-40.968168,117,70.076338
-73.331348,83,70.380931
-60.756689,107,70.779739
-42.965347,132,74.913818
-38.065465,125,75.607566
-43.854587,122,76.146867
-29.206868,112,76.612546
7.412743,145,77.375958
17.016675,119,78.100441
1.33271,170,80.264344
15.973878,123,81.062483
-246.834622,377,86.768233
-12.323768,102,87.40616
-56.49229,183,88.728571
-107.363495,628,100.811784
-8.353256,118,102.860261
3.331889,1000,123.385803
24.039983,1000,143.550674
16.67354,1000,165.922676
120.905991,1000,191.159501
122.642559,1000,215.261462
154.928092,1000,238.838911
63.550619,1000,263.054158
91.039892,1000,286.777176
