#{"t_start": 1779570140.393091, "env_id": "LunarLander-v3"}
r,l,t
-84.133126,64,0.255713
-458.758324,122,0.789382
-6.174152,87,1.228256
-164.314548,57,1.510811
-439.433763,88,1.952465
-424.71397,110,2.427545
-446.573003,99,2.850234
-377.012657,96,3.251376
-258.015499,128,3.734513
-193.958763,100,4.225191
-156.969339,80,8.559623
-79.130391,74,8.889086
-114.53652,71,9.236509
-92.94741,65,9.586242
-127.918061,115,10.171698
-161.13778,100,10.809927
-95.176637,76,11.240117
-106.204687,78,11.723563
-130.145189,67,12.101881
-107.388432,89,12.565379
-223.501034,103,13.015765
-79.439675,93,13.431253
-380.066987,110,17.591259
-52.048666,122,18.022577
-78.678976,68,18.265622
-105.57765,90,18.589746
-171.844443,97,18.943788
-103.344884,88,19.261255
-205.382304,109,19.668269
-79.511098,74,20.00647
-67.256827,71,20.256317
-346.442219,121,20.688613
-110.597542,97,21.044831
-128.065547,96,25.135313
-85.098156,132,25.828444
-76.466672,61,26.11742
-103.254703,137,26.599871
-77.829064,95,26.957033
-88.646992,139,27.47594
-100.626194,70,27.732716
-115.060603,102,28.123097
-73.663007,74,28.394557
-97.427743,112,29.011699
-97.576024,97,34.001141
-115.88337,67,34.35722
-102.471118,98,34.859607
-113.931316,106,35.364204
-16.706826,71,35.710851
-74.404535,73,36.058752
-52.875032,68,36.402333
-102.628313,120,36.990222
-38.277935,135,37.68231
-81.633315,98,38.212112
-64.330817,92,39.301567
-67.922107,88,43.371666
-70.662697,86,43.670881
-146.167921,108,44.114619
-48.782058,91,44.502265
-76.440764,93,44.8705
-93.777495,96,45.212292
-118.578272,126,45.657644
-85.467751,95,45.988393
-68.410887,118,46.44334
-102.260075,89,46.846393
-54.222366,103,50.582297
-28.316084,124,51.031712
-103.694369,95,51.385303
-91.789135,102,51.802045
-65.704492,101,52.217775
-77.076933,94,52.575095
-53.828766,78,52.882372
-93.492591,124,53.370144
-83.033013,95,53.776582
-75.851951,111,54.307535
-48.967082,106,58.533355
