#{"t_start": 1779553656.5896716, "env_id": "LunarLander-v3"}
r,l,t
-98.21082,118,0.101871
-300.911127,89,0.166605
-213.093774,109,0.263024
-476.76597,91,0.3382
-535.861567,101,0.413914
-309.956659,96,0.483852
-272.186099,103,0.5609
-553.38694,116,0.644372
-485.767995,106,0.720188
-269.915502,127,0.822714
-254.895815,81,0.886943
-381.873308,89,0.961605
-275.539596,147,1.076194
-22.541071,127,1.178689
-532.002418,216,1.355183
-178.874256,110,1.440817
-304.575305,107,1.525826
-180.74236,106,1.610396
-235.633972,143,1.716317
-257.795698,90,1.782799
-565.879302,205,1.936703
-231.891536,159,2.056134
-428.198361,208,2.210615
-410.324726,155,2.327244
-205.018358,140,2.429271
-456.85556,235,2.606451
-418.648092,130,2.699234
-159.968112,185,2.838737
-372.827326,253,3.025696
-579.729471,154,3.139827
-257.697414,146,3.245634
-291.403598,154,3.360738
-471.819316,185,3.492616
-35.204625,133,3.58968
-217.835875,222,3.754578
-233.637554,372,4.029608
-204.902727,165,4.151312
-181.727963,167,4.274734
-143.804278,174,4.402337
-207.893557,146,4.508108
-139.060256,182,4.642981
-3.068185,194,4.785651
184.249705,991,5.516502
178.118613,833,6.134133
-33.704613,252,6.319249
-53.535419,249,6.500882
-214.156769,302,6.717281
12.318283,249,6.903822
-55.479334,228,7.074146
-115.561404,280,7.280369
-40.274575,176,7.411746
-216.728517,273,7.612556
-67.576648,301,7.834943
-239.797901,225,8.000383
-81.544564,172,8.133253
-235.886057,308,8.361813
-107.028993,156,8.477652
-199.108818,143,8.581943
-40.616102,234,8.75455
20.081007,258,8.945268
-76.79116,173,9.068886
-207.033412,158,9.185425
-216.001578,251,9.370037
-48.458502,169,9.493447
-106.543882,163,9.61355
92.750244,139,9.716933
122.138848,1000,10.474154
-167.163188,275,10.678114
-188.324709,234,10.855452
-204.139302,273,11.058134
-185.613356,206,11.204562
-8.020293,179,11.33688
-259.715208,215,11.490849
-224.535983,315,11.717385
-134.770976,157,11.832617
-60.378512,279,12.042363
-152.145532,148,12.152471
212.75835,633,12.630227
-223.637211,290,12.847274
-154.330414,204,12.998553
-207.488048,218,13.162979
-264.115611,318,13.398296
-331.943268,266,13.592525
-134.520343,233,13.765538
-8.649898,259,13.958794
34.815542,181,14.09027
-217.149182,289,14.30467
-242.596327,253,14.492196
-65.719921,336,14.732223
-212.111613,290,14.945124
95.317198,1000,15.681748
36.249812,282,15.88927
-32.849266,228,16.054388
-220.958814,245,16.228477
-145.28298,243,16.409628
-41.732734,235,16.583392
-58.327846,118,16.668244
-48.181209,217,16.824931
34.851422,204,16.977637
-21.861375,231,17.144962
-11.938807,113,17.225344
19.573477,218,17.384375
248.758619,523,17.768121
-211.950686,328,18.008358
-15.001175,233,18.180364
-277.310296,302,18.399733
16.341957,239,18.577819
-30.796496,315,18.804778
-165.783433,221,18.968332
-49.434361,219,19.123145
202.874079,815,19.720862
-163.441634,176,19.851188
-260.399382,265,20.037958
-79.020688,168,20.163208
-206.249848,187,20.298142
-54.014068,233,20.473761
-51.107912,111,20.557274
-173.377651,174,20.687158
-163.070608,129,20.78222
31.859112,276,20.977254
-204.37907,198,21.119811
-45.229703,163,21.234292
-104.344167,167,21.360111
212.90061,388,21.63705
-2.496225,178,21.767735
-78.85143,187,21.903054
-49.926009,148,22.011555
215.406653,395,22.297989
-55.620261,99,22.371402
-137.346857,167,22.491997
10.839197,168,22.617402
-35.322932,92,22.6848
-19.155775,187,22.819055
-21.60422,136,22.919203
-38.898312,147,23.02543
-159.334798,130,23.119979
-12.950585,192,23.261585
-69.963528,140,23.36326
-102.260975,241,23.534436
-99.200571,152,23.64055
-61.856393,199,23.783779
-165.809798,171,23.903695
28.217545,144,24.007259
23.552978,136,24.103048
-19.360014,102,24.174991
58.817936,196,24.318449
-67.764973,80,24.37643
41.597233,136,24.473423
3.978092,123,24.560642
-2.927665,117,24.643748
-190.17267,128,24.734074
-12.721893,206,24.885639
-19.457587,178,25.010067
-2.163751,96,25.078998
244.303724,342,25.325165
259.178028,421,25.62885
-64.684192,174,25.752757
-54.02403,133,25.852167
-59.687701,99,25.920655
46.874747,165,26.042631
-54.007207,214,26.195832
-182.453365,78,26.254202
111.527043,155,26.369847
-41.512084,197,26.50909
-14.686598,205,26.659604
-24.995369,265,26.870212
-150.8342,156,27.029875
-178.29072,204,27.182409
-189.004458,194,27.325666
-31.37364,166,27.446163
32.301158,173,27.57961
271.040344,378,27.864892
-37.21752,142,27.973654
43.450526,141,28.078443
269.715441,373,28.36083
221.837904,272,28.573706
250.928921,348,28.831502
-220.009336,92,28.904188
264.150537,389,29.198581
263.416699,259,29.389413
248.819055,306,29.616004
224.035012,433,29.943359
248.220081,323,30.183877
-57.535585,93,30.248632
242.436551,393,30.542279
42.538853,188,30.680503
-10.770548,1000,31.408651
-42.462333,190,31.543684
198.909194,377,31.81117
78.896283,1000,32.532781
233.290979,566,32.931668
77.237024,551,33.324079
-174.932564,223,33.489194
-190.543887,158,33.6063
266.255455,378,33.887752
261.803474,363,34.147423
247.163759,338,34.387898
11.557043,191,34.526028
171.869037,537,34.908394
-99.322433,100,34.980902
221.415567,378,35.253928
209.428966,322,35.495186
230.602089,370,35.766598
144.996985,367,36.038986
7.587184,144,36.145792
-85.014968,236,36.322257
-42.820035,180,36.454478
-27.469442,159,36.570982
-61.873511,176,36.700122
183.758203,256,36.893273
-117.996277,185,37.029458
-103.412137,115,37.115119
-19.07021,167,37.238224
147.457769,264,37.439167
213.58788,271,37.640432
140.202156,312,37.872706
3.800738,186,38.011529
-48.390742,201,38.158306
-27.996001,199,38.305915
-109.415529,262,38.497489
-62.056129,213,38.654487
-76.924589,193,38.794576
-77.583436,211,38.950029
