#{"t_start": 1779566202.4219546, "env_id": "LunarLander-v3"}
r,l,t
-137.776588,69,0.27667
-226.50443,126,0.917446
-143.139827,87,1.27709
-144.324965,71,1.75179
-359.595783,89,2.18417
-116.379797,124,2.825349
-92.520892,83,3.346818
-183.947429,107,3.879132
-189.895623,93,4.367911
-362.692395,94,4.890901
-80.282104,103,5.438617
-72.565343,131,6.076165
-151.341711,112,6.583385
-111.243124,136,7.102766
-56.758339,102,7.570067
-126.666749,93,7.944224
-36.761994,103,8.332394
-54.266465,104,8.755721
-92.26729,92,9.117745
-45.62864,78,9.459526
-73.719553,193,10.298486
-3.614085,138,10.872782
-1.338474,156,11.482335
-63.989766,135,11.995017
-17.417813,103,12.375152
-67.369049,113,12.789225
-46.027402,92,13.147574
-47.004426,144,13.777694
-68.408411,125,14.325843
-20.834306,325,15.53387
122.902344,1000,19.591375
-49.554491,1000,23.960414
-251.551977,960,28.312618
-91.705708,1000,32.957697
-51.633301,1000,37.114207
-83.769763,1000,41.224445
-49.883111,1000,45.149766
9.989298,1000,49.195495
-44.375914,1000,53.242214
-69.88292,1000,57.248318
-6.380638,1000,61.15873
-38.800046,1000,65.078813
-25.186682,1000,68.96085
5.558923,1000,72.88276
-26.136897,1000,76.748402
-18.765435,1000,80.632017
-19.286883,1000,84.513554
-24.178983,1000,88.663905
-43.448536,1000,93.177268
7.514289,1000,97.509822
-35.881038,1000,101.882398
-26.865449,1000,105.957759
-48.24252,1000,110.044285
-25.23986,1000,113.98056
-24.227659,1000,117.852783
-65.588493,1000,121.715489
-165.165092,1000,125.634893
-103.748936,1000,129.490494
-102.172787,1000,134.026073
-106.993715,1000,138.546483
-229.361674,764,141.817093
-33.988398,1000,146.415168
-47.125439,1000,150.646688
-31.526745,1000,154.741734
-98.059059,1000,158.649898
-64.308964,1000,163.044729
-84.353185,1000,167.202317
-77.958123,1000,171.364694
-18.460482,1000,175.319272
-14.677866,1000,179.700862
-37.815227,1000,184.339129
-27.073817,1000,188.491869
-12.8851,1000,192.495428
-59.874627,1000,196.467499
-72.44117,1000,200.732841
-50.212894,1000,204.724088
