#{"t_start": 1779571140.623867, "env_id": "LunarLander-v3"}
r,l,t
-39.681231,114,0.518185
-241.561197,105,1.033559
-572.373966,137,1.629753
-278.095016,152,2.207537
-175.637748,102,2.698218
-288.943292,137,3.428947
-260.142371,217,4.526635
-263.910816,177,5.284273
-117.971562,166,6.248587
-404.783839,249,7.717375
-223.373404,167,8.803731
-444.251768,189,10.105063
-326.826674,122,10.766692
-359.488357,253,12.164826
-208.119485,195,13.290488
-208.63566,140,13.90198
-241.056733,175,14.837037
108.363638,1000,22.353747
-238.540579,337,24.679994
-189.3795,268,26.251693
-153.229812,447,29.225138
-150.0502,203,31.963678
-335.460588,345,34.041983
19.811923,294,35.728707
-240.51206,372,37.959288
-108.025326,358,40.20241
-49.549101,172,41.181674
-51.722721,177,42.220303
-205.146424,298,43.81132
-84.027289,187,44.761807
-74.256541,179,46.138318
-56.718415,179,47.412235
-23.443343,196,48.795579
-69.318295,411,51.470689
-45.830319,316,53.178014
-194.836638,322,54.896965
-59.341175,221,56.073713
-150.972114,174,57.183598
-149.7995,154,58.208084
-16.622074,165,59.360975
63.972396,1000,69.284049
80.178397,180,70.351819
-196.799678,247,71.534953
-227.611416,300,73.237248
-52.180751,172,74.687797
-41.76687,181,76.023097
-160.292996,205,77.376195
-50.379664,219,78.950138
-46.149814,366,81.036537
126.028141,1000,87.965693
-167.243676,183,89.064714
-84.710415,424,91.953205
-219.682852,208,93.247473
-184.922429,203,94.752658
-72.192828,348,97.580799
-77.497446,261,100.795062
-168.221951,206,102.210753
-94.188287,313,104.232921
19.397462,210,105.681522
-256.264136,283,107.811486
173.36023,1000,115.474097
159.95835,1000,123.6346
-285.383008,228,125.004959
-42.096899,211,125.926169
-0.512202,167,127.151959
-2.914567,205,128.433471
45.212468,243,130.108285
-80.565719,347,133.20982
-77.832143,172,134.922221
-5.243061,247,136.506608
-156.055118,444,140.900454
-75.882054,384,143.237322
-48.866241,178,144.95347
-159.268841,240,146.899223
-80.698023,272,148.767075
-224.853314,334,151.134159
-243.75731,414,154.109499
-48.580805,286,155.824052
-186.479656,203,157.043383
-201.303972,249,158.878668
-24.702753,212,160.189961
-168.281011,146,161.016377
-77.493409,315,163.388088
-265.431105,347,165.656863
-143.979153,185,167.108978
-236.828368,209,168.310821
4.050998,254,169.827722
