#{"t_start": 1779571140.6245453, "env_id": "LunarLander-v3"}
r,l,t
-142.503357,98,0.448615
-558.896994,131,1.088099
-86.55404,93,1.466629
-502.123973,97,1.87541
-161.854458,75,2.152951
-255.422935,129,2.775467
-225.502275,266,4.219043
-247.772547,153,4.822973
-58.082597,164,5.653369
-121.754771,96,6.222651
-193.591352,158,7.002536
-267.520933,199,8.397487
-41.912619,149,9.373764
-86.360483,152,10.387092
-232.449492,170,11.208687
-232.014075,151,12.136383
-187.830005,185,13.209881
-221.959778,272,14.516383
-252.44549,328,16.500112
-71.910056,231,17.937667
-228.792282,219,19.822131
-113.04979,288,22.401457
-175.261345,186,23.671253
-300.414771,218,25.193656
-215.796247,270,26.765731
-245.498994,385,29.305366
-174.989862,161,31.797535
-186.216553,237,33.162306
-162.645731,235,34.571786
177.046599,1000,40.651233
-252.561153,382,42.80573
-235.66494,462,45.524698
124.017078,1000,52.165971
-167.826002,280,53.709439
-200.063757,165,54.534616
-49.550538,225,55.697511
6.71832,286,57.547138
-144.286803,174,58.650575
-244.437045,275,60.797395
10.592051,284,65.095531
-71.303872,160,66.441451
-156.155787,211,68.093109
-186.313498,167,69.246117
-247.077669,273,70.78028
2.941549,214,71.798819
-88.25799,175,72.722804
-187.230133,298,75.140611
-190.406853,141,76.146907
-19.210451,406,78.934092
-192.267082,232,80.270971
-234.066289,218,81.575621
-75.445864,334,83.994179
-77.950864,286,86.07874
108.932618,1000,92.600412
-79.419294,327,94.830498
-237.443091,366,97.77126
-64.349081,330,101.472306
-96.586648,308,103.485996
-212.640012,395,106.172096
-213.809539,224,107.927594
-56.28928,306,110.381305
-202.552223,403,113.48295
-43.054819,220,114.991836
-180.965557,215,116.648055
-202.33471,266,118.767128
-195.191851,193,120.248368
-186.57226,235,122.418624
-201.013499,205,123.992978
-187.727879,227,125.245807
-168.680322,254,126.617465
270.102456,371,129.061726
-198.875132,316,131.646204
-56.734557,241,133.827474
-193.52804,208,135.61802
-62.718157,230,137.119008
-211.387252,201,139.858963
161.584308,1000,147.119013
-182.901544,223,148.698956
27.180828,260,150.593405
-96.316167,394,153.352719
-15.378149,287,155.260321
-288.963912,557,158.896542
-206.565079,194,160.061273
-200.80455,208,161.302368
-151.653772,215,162.907927
-81.183495,263,164.703511
-224.526932,320,167.084608
-23.85479,187,168.149525
-68.010238,318,170.110894
-34.225615,332,172.441602
