#{"t_start": 1779571140.6218195, "env_id": "LunarLander-v3"}
r,l,t
-231.51314,83,0.390623
-398.354942,146,1.088186
-432.618783,92,1.463042
-488.680451,173,2.154034
-259.03103,135,2.809191
-31.554786,133,3.526549
-311.226973,110,4.120455
-319.352774,85,4.500002
-392.837532,243,5.616834
-372.173095,145,6.413564
-124.574208,95,6.892556
-263.7438,259,8.653895
-83.613698,121,9.450536
-76.749084,166,10.533561
-125.659295,230,11.793391
-217.925252,187,12.816685
-292.686831,178,13.702636
-42.71783,193,14.713653
71.102847,1000,22.158444
-136.78224,202,23.563728
-252.89971,336,25.757906
-42.732097,185,26.904359
-172.840105,151,27.854812
-225.391859,288,29.672209
-17.972569,169,32.210715
-210.729572,163,33.20086
-70.603117,305,35.007843
-203.944701,209,36.236185
-7.974745,307,38.109573
-180.26048,155,39.017895
-268.276195,267,40.739005
-8.852457,243,42.114286
115.222085,1000,48.44286
-228.909632,343,50.720554
-68.202918,351,52.688799
-184.599052,278,54.286254
-176.543203,215,55.365999
-31.3389,224,56.562232
-64.584664,176,57.861839
3.279904,1000,67.697742
-148.637427,223,69.218885
19.89999,234,70.576445
-253.89927,264,71.843142
-116.339563,637,76.374615
-21.540157,187,77.599325
-223.082152,209,79.049607
-166.447963,153,79.947261
-38.808234,171,80.888447
-132.937464,267,82.748787
-273.488891,473,86.188606
-8.01707,233,87.626132
-93.299623,215,88.966672
-31.928411,347,91.273125
-252.349672,223,92.787234
-78.815202,292,94.815797
-71.54352,441,98.213652
-194.448292,268,101.539758
-94.110978,308,103.566395
12.429517,136,104.466189
-174.921135,182,105.729966
-32.895767,332,108.286819
-22.884605,227,110.095679
-81.867603,284,112.087238
-179.263792,273,114.212243
-6.73823,282,116.376059
-234.91705,267,118.509735
-158.255147,179,119.851739
41.360023,206,121.609638
-4.257547,310,124.149904
-20.999356,167,125.120868
-247.883619,414,127.514421
-173.330168,203,128.785558
-226.563896,380,131.843205
-96.820753,415,135.563939
-178.109301,194,136.764782
-97.971051,180,139.374608
171.449023,1000,146.726995
-245.608308,366,149.214411
-123.690634,341,151.669558
-61.639825,334,154.050971
-35.568137,166,155.120314
-27.644247,167,156.025473
-215.685046,323,158.175715
-238.156613,239,159.730673
-11.874841,229,161.138273
-48.18044,173,162.290416
-160.015205,214,163.897925
-67.373817,264,165.715916
-26.218463,272,167.609305
-28.00748,276,169.28088
-99.55954,240,170.770119
-130.862862,153,171.847281
