#{"t_start": 1779568678.1499498, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
70.0,298,4.778754
50.0,285,6.33709
80.0,394,8.559906
40.0,420,11.9717
55.0,310,14.024439
315.0,726,18.786672
155.0,508,21.988999
515.0,810,28.244736
5.0,298,30.068288
195.0,751,34.815135
155.0,610,39.854878
135.0,521,43.172006
105.0,365,45.334175
110.0,416,48.114387
490.0,665,53.386759
105.0,301,54.996929
135.0,489,57.979333
335.0,526,61.214818
120.0,525,65.427515
65.0,435,67.936846
90.0,493,70.998375
60.0,447,73.733131
100.0,489,77.716643
280.0,733,82.125726
75.0,482,84.98422
410.0,918,91.894385
60.0,355,94.009082
110.0,475,96.85636
230.0,687,102.089525
40.0,400,104.622292
345.0,858,110.000652
50.0,316,111.920068
80.0,520,116.163419
75.0,447,119.025125
60.0,368,121.192192
125.0,590,124.863545
45.0,284,127.279861
55.0,446,130.377473
60.0,542,133.760414
30.0,330,135.781885
75.0,432,138.952254
105.0,560,143.181974
80.0,312,145.098444
160.0,561,148.5765
155.0,492,152.097752
240.0,704,157.119934
110.0,488,160.050293
85.0,336,162.125948
515.0,1215,171.197012
50.0,331,173.136358
20.0,246,174.481752
50.0,382,176.922061
55.0,446,180.620788
135.0,486,183.837622
80.0,710,188.423849
175.0,623,193.482019
265.0,754,198.355634
155.0,632,202.362543
160.0,499,206.68513
145.0,615,210.553558
50.0,296,212.274943
95.0,523,215.653271
115.0,602,220.434358
45.0,300,222.108704
95.0,517,225.20651
155.0,638,230.086694
45.0,425,233.186767
15.0,244,234.486314
350.0,637,238.385563
75.0,325,240.3523
380.0,536,244.713898
260.0,678,249.014422
190.0,793,253.920854
185.0,605,258.844997
165.0,726,263.556858
30.0,327,265.640218
390.0,607,270.753888
85.0,385,273.186536
55.0,398,275.601423
45.0,280,277.142562
140.0,516,280.938716
45.0,338,283.554035
35.0,277,285.145324
75.0,477,288.024011
255.0,873,294.32435
180.0,598,298.563902
155.0,560,306.749964
10.0,385,309.724023
15.0,367,311.76072
135.0,605,315.673234
95.0,284,317.254657
65.0,270,319.266905
25.0,378,322.080878
140.0,493,325.096127
65.0,381,327.225872
170.0,720,332.07144
75.0,387,335.080603
205.0,634,339.084884
75.0,542,342.369524
85.0,434,345.85207
125.0,398,348.599149
105.0,278,350.262022
210.0,625,354.155838
175.0,616,358.788984
50.0,332,361.083508
70.0,484,364.118363
65.0,416,366.748111
350.0,558,370.42822
65.0,382,373.573293
160.0,598,377.269508
40.0,485,380.661477
110.0,724,386.807092
15.0,709,391.792304
230.0,811,398.399559
110.0,727,403.299358
105.0,516,406.553319
75.0,483,411.03693
315.0,905,417.503487
110.0,318,419.404734
45.0,475,423.8173
425.0,822,429.62404
115.0,725,434.720976
150.0,730,440.351499
180.0,497,443.629331
240.0,695,449.51823
105.0,385,452.038479
65.0,295,453.845297
105.0,563,457.640638
130.0,823,464.410651
150.0,461,467.435542
155.0,1010,475.692454
155.0,489,478.994245
195.0,604,483.038612
235.0,814,489.505872
5.0,492,492.683126
150.0,411,495.415671
210.0,731,501.494425
215.0,826,507.229902
355.0,750,513.500777
30.0,294,515.37609
55.0,856,521.484516
225.0,718,527.516504
105.0,373,529.920091
35.0,294,531.737968
75.0,476,534.898692
175.0,608,540.222336
280.0,1097,547.81336
145.0,501,552.26203
30.0,309,554.215759
345.0,871,560.151523
105.0,274,562.031665
170.0,491,566.251511
420.0,537,569.872025
55.0,282,571.651112
245.0,1004,579.748413
105.0,373,582.166254
150.0,491,585.395178
110.0,401,588.360835
320.0,817,594.824458
130.0,557,598.712768
175.0,579,603.831705
280.0,927,610.276664
30.0,476,613.354669
155.0,503,617.860556
75.0,542,625.19578
115.0,563,630.084566
210.0,961,636.529115
285.0,676,642.148212
450.0,1126,649.725155
265.0,933,657.247362
275.0,706,662.093741
240.0,646,667.582898
230.0,721,672.41239
185.0,724,677.440171
80.0,571,682.605423
130.0,484,685.752694
490.0,883,692.387797
140.0,833,698.41257
285.0,827,704.573466
185.0,463,708.091016
210.0,507,711.530205
115.0,398,714.256785
105.0,395,717.020682
235.0,836,723.432145
90.0,514,726.74933
355.0,535,731.402059
205.0,690,736.200921
265.0,722,741.071879
30.0,293,743.749931
180.0,706,748.932491
120.0,812,754.75267
395.0,1094,763.154188
300.0,737,768.624103
190.0,495,772.48614
210.0,744,777.481122
245.0,774,783.865356
330.0,739,788.840531
445.0,781,795.103659
280.0,632,799.410438
105.0,325,801.361486
145.0,462,804.238962
220.0,714,810.211802
295.0,997,816.997378
345.0,733,822.914888
120.0,500,826.25985
175.0,739,831.231489
225.0,520,835.785355
230.0,750,840.929218
115.0,490,844.066517
225.0,1662,856.572459
110.0,490,860.886839
150.0,461,863.987983
215.0,1034,871.880105
220.0,749,877.26266
60.0,379,879.566629
105.0,489,883.142111
175.0,493,887.229804
585.0,952,893.759379
215.0,666,899.337759
325.0,956,905.960608
405.0,497,909.644112
125.0,452,912.976935
145.0,528,916.265251
180.0,623,920.497921
170.0,690,926.193608
495.0,932,932.329372
175.0,594,937.159387
330.0,813,946.030841
565.0,1153,955.182208
285.0,614,959.411099
315.0,1189,968.511299
210.0,669,973.73977
365.0,774,979.535113
260.0,997,987.200126
105.0,540,991.110907
140.0,528,994.492557
260.0,672,999.525952
210.0,841,1005.827927
270.0,779,1011.509254
180.0,631,1016.587369
165.0,496,1019.857127
600.0,1318,1030.213706
545.0,1275,1040.305541
80.0,286,1042.079403
350.0,914,1048.347099
335.0,864,1055.427408
240.0,567,1059.19582
150.0,735,1065.182815
735.0,920,1071.24975
130.0,500,1074.48174
325.0,806,1081.075122
125.0,511,1084.480058
360.0,782,1090.880507
370.0,917,1097.2474
245.0,715,1103.129643
160.0,691,1107.869795
235.0,727,1112.921183
75.0,675,1118.537848
485.0,937,1124.917051
620.0,991,1132.826592
165.0,478,1136.17036
115.0,474,1139.648569
220.0,777,1145.708834
175.0,407,1148.359386
470.0,1135,1157.193689
585.0,966,1163.778944
320.0,856,1170.898564
645.0,1266,1180.720898
215.0,605,1184.730974
190.0,476,1187.857716
325.0,707,1193.718123
210.0,688,1198.352511
190.0,523,1201.810178
220.0,663,1207.585102
245.0,555,1211.17328
630.0,1033,1219.196932
265.0,955,1225.684776
215.0,703,1231.49814
135.0,378,1233.790504
185.0,612,1238.034916
245.0,623,1243.034265
300.0,804,1248.926973
285.0,736,1253.925373
250.0,613,1259.123335
180.0,650,1266.311384
105.0,281,1268.717397
380.0,950,1275.779942
195.0,654,1280.623026
455.0,1092,1288.998688
175.0,636,1293.843351
180.0,665,1298.962184
185.0,470,1302.13469
215.0,496,1305.460949
205.0,556,1310.093761
110.0,529,1313.491691
125.0,720,1318.552561
365.0,649,1323.904995
460.0,1097,1331.46436
515.0,1270,1341.085708
285.0,726,1347.063872
305.0,798,1352.499838
160.0,613,1356.413646
210.0,959,1364.0504
220.0,777,1369.292093
85.0,306,1372.397158
40.0,465,1375.480016
140.0,419,1378.164937
395.0,801,1384.227045
160.0,494,1387.807225
120.0,473,1390.858054
265.0,967,1398.689862
130.0,486,1401.919497
90.0,305,1403.862652
350.0,663,1408.882918
185.0,517,1413.015937
195.0,532,1416.642783
130.0,713,1421.79672
135.0,366,1424.617081
245.0,717,1429.391648
280.0,924,1436.814478
235.0,739,1441.743664
85.0,414,1444.417722
365.0,793,1450.947167
265.0,646,1455.426382
105.0,366,1457.708491
110.0,485,1462.084674
50.0,481,1465.156478
125.0,526,1468.74366
105.0,494,1472.046253
335.0,956,1479.64158
70.0,508,1482.83225
160.0,720,1488.742119
535.0,1332,1497.964587
310.0,869,1505.031096
240.0,772,1510.169696
600.0,1261,1519.882041
550.0,785,1526.273856
570.0,1139,1534.024199
120.0,393,1536.526158
210.0,636,1541.833934
215.0,972,1548.501817
330.0,646,1554.059292
140.0,481,1557.031747
205.0,620,1561.392712
170.0,821,1568.051206
105.0,467,1571.072198
250.0,734,1577.058177
115.0,652,1585.321254
160.0,483,1589.221585
175.0,721,1594.577268
210.0,472,1597.666363
205.0,505,1601.447438
255.0,689,1606.830251
220.0,719,1611.725012
195.0,1019,1619.589678
395.0,1233,1629.158231
110.0,318,1631.25066
525.0,894,1637.294083
170.0,531,1641.802837
465.0,1139,1649.27175
105.0,433,1652.301431
285.0,797,1658.612188
240.0,573,1662.416511
275.0,717,1668.518486
360.0,711,1673.346782
280.0,793,1680.004548
405.0,835,1685.850271
155.0,465,1688.840155
170.0,484,1693.143212
115.0,477,1696.161578
265.0,848,1701.97358
480.0,882,1709.226973
210.0,489,1712.474909
190.0,803,1719.202951
240.0,580,1723.274911
195.0,794,1728.940822
110.0,286,1731.705974
110.0,486,1734.901501
165.0,387,1737.514903
315.0,810,1744.234761
200.0,968,1750.954919
345.0,854,1758.198959
210.0,617,1762.581848
620.0,994,1770.66134
115.0,466,1773.916154
160.0,530,1777.424223
160.0,482,1781.258676
50.0,379,1784.125725
145.0,525,1787.76026
285.0,742,1793.094486
115.0,455,1796.991386
170.0,496,1800.103145
185.0,523,1803.527673
55.0,294,1805.176877
395.0,782,1811.570249
585.0,994,1818.732413
595.0,786,1825.155631
390.0,976,1832.42129
210.0,651,1837.385254
85.0,539,1840.936898
215.0,754,1847.201104
190.0,504,1850.598929
165.0,518,1854.100393
235.0,570,1858.501217
230.0,827,1864.750235
435.0,1037,1873.067268
270.0,844,1878.899426
80.0,409,1881.796774
345.0,811,1888.629564
375.0,741,1893.628321
110.0,322,1895.898183
195.0,571,1900.657961
370.0,841,1911.356549
185.0,460,1914.449845
120.0,280,1916.179044
340.0,840,1922.564887
225.0,593,1927.301098
105.0,382,1929.8136
305.0,824,1936.140148
190.0,527,1940.024724
340.0,973,1946.615346
260.0,629,1952.085508
175.0,516,1955.608086
330.0,873,1962.644584
155.0,813,1968.238402
180.0,303,1970.157903
425.0,925,1977.699213
615.0,747,1982.947491
175.0,661,1988.561023
220.0,590,1992.665184
110.0,311,1994.638544
190.0,529,1998.292417
80.0,541,2002.975319
500.0,1057,2010.558317
170.0,603,2015.718567
385.0,884,2021.845203
110.0,342,2024.037707
235.0,504,2028.568225
320.0,855,2034.501419
155.0,828,2041.381714
105.0,300,2043.121661
195.0,506,2046.543998
165.0,611,2051.319613
220.0,564,2055.715512
540.0,721,2060.768736
225.0,561,2065.836215
230.0,684,2070.450914
325.0,844,2076.532115
285.0,656,2081.813827
485.0,737,2086.838969
200.0,520,2091.599713
560.0,778,2097.04773
10.0,478,2100.319559
175.0,805,2106.950997
210.0,706,2111.639652
390.0,834,2118.488286
265.0,676,2123.16353
85.0,703,2128.333816
255.0,710,2133.772666
165.0,695,2138.617524
85.0,374,2141.707758
220.0,468,2145.436067
110.0,522,2148.93172
320.0,794,2155.050985
290.0,836,2161.008593
235.0,695,2165.644594
465.0,1333,2175.83733
455.0,1081,2184.621993
150.0,475,2187.755956
410.0,1072,2196.107352
245.0,615,2200.274708
265.0,785,2206.540781
160.0,608,2210.765916
185.0,627,2215.022227
190.0,508,2219.114924
230.0,618,2223.472326
100.0,625,2227.517221
260.0,692,2235.970932
260.0,616,2239.877626
255.0,645,2245.460434
250.0,579,2249.363616
265.0,665,2253.88355
110.0,518,2258.47682
190.0,709,2263.209954
300.0,629,2267.34187
360.0,953,2274.934766
210.0,569,2278.735003
445.0,621,2283.985424
305.0,770,2289.094062
120.0,507,2292.404366
440.0,839,2299.308888
0.0,421,2302.002407
600.0,1094,2310.577025
145.0,488,2313.76345
170.0,459,2316.696522
190.0,712,2322.542861
255.0,778,2327.732337
245.0,825,2334.260452
385.0,759,2339.690637
150.0,496,2342.866173
240.0,951,2350.492544
100.0,490,2353.842601
575.0,911,2361.1501
270.0,1250,2369.888436
95.0,471,2374.208409
50.0,255,2375.627158
270.0,821,2381.201575
865.0,1463,2392.523358
170.0,607,2396.864679
410.0,947,2404.248293
675.0,1381,2415.037931
310.0,938,2421.523742
15.0,254,2423.680132
270.0,621,2428.364006
135.0,475,2431.616374
85.0,384,2434.161878
230.0,775,2440.544032
150.0,489,2443.858891
295.0,873,2451.043462
215.0,538,2454.551985
470.0,870,2460.622086
580.0,790,2466.911057
125.0,696,2471.629511
140.0,530,2476.208892
360.0,737,2481.227383
205.0,740,2486.098643
105.0,389,2489.69424
150.0,500,2493.099926
625.0,1472,2504.503796
485.0,708,2509.443326
450.0,678,2515.199059
405.0,754,2520.346373
170.0,636,2524.699763
420.0,803,2531.11803
300.0,754,2536.426126
255.0,612,2541.79544
230.0,544,2545.459392
240.0,539,2553.075277
210.0,624,2557.347201
445.0,989,2565.273898
415.0,627,2569.677523
325.0,684,2574.464034
560.0,1197,2583.775531
205.0,491,2586.996874
275.0,616,2592.238122
80.0,475,2595.449569
180.0,451,2598.271657
120.0,1156,2607.176981
335.0,739,2612.349476
210.0,421,2616.057527
100.0,462,2619.245884
325.0,811,2624.822742
100.0,520,2629.355944
115.0,509,2632.981218
250.0,604,2636.920216
370.0,893,2643.998442
285.0,688,2648.444531
170.0,533,2652.662288
120.0,278,2654.636539
275.0,781,2659.80768
365.0,863,2666.540858
245.0,653,2671.071826
140.0,594,2675.019445
320.0,702,2680.626609
220.0,498,2683.90222
50.0,364,2686.096246
100.0,513,2690.348998
505.0,1092,2698.19926
435.0,866,2705.38198
215.0,610,2709.513896
280.0,762,2715.313937
220.0,555,2719.538202
325.0,684,2724.288359
455.0,802,2730.726789
405.0,794,2736.300446
265.0,736,2742.408044
105.0,489,2745.667278
155.0,376,2748.323922
430.0,803,2754.920599
175.0,463,2758.175648
645.0,962,2765.845464
490.0,751,2771.416309
30.0,391,2774.132163
135.0,490,2777.596458
480.0,757,2783.591501
420.0,991,2791.30057
185.0,453,2794.747185
105.0,501,2797.97483
295.0,653,2802.96057
200.0,483,2806.92638
295.0,730,2812.139579
420.0,745,2818.552206
500.0,1025,2825.787431
190.0,725,2831.864903
650.0,1092,2839.517009
120.0,306,2842.48211
435.0,882,2848.756954
80.0,504,2852.213832
250.0,682,2857.947543
125.0,380,2860.364286
315.0,679,2865.052777
620.0,1198,2877.945149
215.0,624,2883.175876
290.0,682,2888.129383
430.0,925,2895.536441
100.0,512,2899.055256
265.0,1005,2907.4661
535.0,1181,2915.832621
525.0,913,2923.303341
185.0,658,2927.969011
120.0,487,2932.346797
260.0,499,2935.57996
515.0,1185,2944.930629
190.0,509,2948.428175
255.0,782,2954.250074
445.0,1204,2963.388098
345.0,696,2969.259639
225.0,521,2972.741112
290.0,702,2977.642461
290.0,678,2983.486841
80.0,415,2986.284097
220.0,463,2989.514562
240.0,839,2996.411338
315.0,722,3001.529306
325.0,1039,3010.050834
445.0,988,3017.35394
300.0,579,3022.055201
105.0,498,3025.403376
350.0,752,3031.772895
330.0,731,3036.891329
155.0,569,3040.629279
200.0,493,3045.105128
210.0,692,3049.84338
250.0,635,3054.337543
280.0,762,3060.949055
710.0,1169,3070.433359
215.0,614,3074.742378
250.0,770,3080.208393
220.0,613,3085.530452
425.0,716,3090.53583
595.0,997,3098.518181
275.0,675,3103.311749
100.0,438,3106.948296
205.0,507,3110.877254
480.0,1135,3120.136146
400.0,801,3126.05263
215.0,638,3130.335811
245.0,529,3135.007035
575.0,970,3141.799248
580.0,998,3149.951231
445.0,752,3155.360413
240.0,668,3161.227648
185.0,498,3164.539959
365.0,816,3171.534947
335.0,758,3176.968606
315.0,720,3182.63943
140.0,464,3186.346911
100.0,377,3188.709396
320.0,680,3193.501811
220.0,630,3198.807196
510.0,1129,3211.686643
185.0,671,3216.35775
320.0,811,3222.949518
285.0,580,3227.024938
465.0,646,3231.572519
150.0,725,3237.753821
275.0,634,3242.218951
105.0,392,3244.950213
235.0,596,3250.006511
75.0,506,3253.670684
530.0,895,3261.026626
210.0,490,3264.379923
380.0,527,3268.045153
390.0,985,3276.018349
305.0,768,3281.410383
605.0,793,3287.810821
125.0,519,3291.214832
230.0,791,3297.773622
80.0,273,3299.580578
225.0,471,3302.825168
570.0,868,3309.492253
610.0,969,3316.327373
240.0,676,3321.490508
290.0,794,3327.481168
340.0,861,3333.683852
265.0,722,3339.187768
545.0,820,3344.786095
240.0,660,3350.493067
210.0,623,3354.834561
190.0,665,3360.32293
120.0,329,3362.623576
140.0,504,3366.050496
340.0,864,3372.877438
340.0,795,3378.67059
340.0,875,3385.748028
435.0,897,3392.174563
260.0,548,3395.830554
250.0,582,3400.598535
320.0,684,3405.286462
255.0,649,3410.642362
245.0,498,3414.196366
485.0,1003,3421.081278
110.0,284,3423.970129
255.0,541,3427.665061
175.0,418,3430.359275
65.0,313,3432.30983
250.0,494,3436.702216
245.0,571,3440.549672
180.0,470,3443.709883
275.0,770,3450.147492
115.0,469,3453.269467
130.0,489,3456.680884
300.0,688,3462.582253
