#{"t_start": 1779572699.6643977, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
210.0,626,7.596901
50.0,488,11.274898
140.0,463,14.694675
55.0,371,17.411747
75.0,463,21.622156
110.0,398,24.346781
60.0,255,26.034809
180.0,780,32.057636
190.0,551,36.673309
80.0,511,40.320973
135.0,471,43.691243
135.0,515,48.501039
120.0,413,51.443913
195.0,410,54.191203
210.0,678,60.471938
120.0,394,63.159267
15.0,252,65.040885
30.0,383,67.46152
50.0,448,71.704282
135.0,477,75.193812
405.0,692,79.980536
105.0,437,84.191893
475.0,835,90.528584
20.0,248,92.019562
120.0,468,96.262747
135.0,500,100.279159
50.0,388,102.914047
20.0,443,105.916926
35.0,387,109.541013
130.0,439,112.777847
205.0,689,117.916953
40.0,444,122.098695
185.0,529,125.67937
220.0,708,130.972882
275.0,732,137.275755
555.0,818,143.617002
160.0,500,148.363537
80.0,377,150.764091
90.0,327,153.15483
160.0,510,156.729482
75.0,386,160.139808
90.0,405,162.916053
130.0,528,166.806102
60.0,283,168.463435
125.0,701,174.733339
80.0,380,177.122781
135.0,501,180.825118
130.0,463,185.376999
25.0,237,186.885215
25.0,236,188.469299
145.0,536,192.376829
175.0,445,195.806147
35.0,255,198.103067
290.0,820,204.010665
200.0,539,207.950478
150.0,717,214.436646
210.0,557,218.383642
40.0,395,221.413719
65.0,489,225.432652
50.0,265,227.442739
155.0,618,231.934706
90.0,732,238.139071
40.0,358,240.655261
100.0,434,243.688774
30.0,246,245.266514
210.0,645,250.895671
15.0,247,252.704625
180.0,500,256.111878
95.0,399,259.344296
85.0,476,263.540535
115.0,386,266.274686
80.0,363,268.500522
115.0,460,272.297203
460.0,739,278.147243
35.0,371,280.869276
275.0,622,286.257667
260.0,670,291.304148
125.0,481,294.811554
95.0,456,299.021553
215.0,531,302.8017
145.0,612,307.275698
155.0,542,312.021681
55.0,316,313.920994
230.0,616,318.630584
160.0,498,322.39766
255.0,673,327.874126
30.0,256,329.353129
480.0,730,335.506318
155.0,482,339.23838
125.0,537,343.112631
240.0,561,351.186075
45.0,325,353.595999
40.0,398,356.106718
170.0,638,361.923003
585.0,856,368.181405
100.0,492,371.98452
90.0,278,374.686966
125.0,472,377.785255
400.0,657,382.734469
50.0,275,384.601435
135.0,510,389.12936
40.0,362,391.86151
70.0,405,394.571839
90.0,410,398.34928
195.0,517,402.355464
315.0,973,409.956213
190.0,611,415.076445
205.0,732,420.285469
95.0,395,423.891195
195.0,708,429.331311
110.0,384,432.003659
380.0,862,439.173368
175.0,576,443.488352
210.0,514,447.366152
20.0,285,450.170605
40.0,325,452.303361
40.0,304,454.462438
25.0,295,456.263782
160.0,385,458.98487
120.0,616,464.148808
575.0,966,471.380579
35.0,386,475.26648
245.0,551,479.262352
310.0,775,485.155817
75.0,426,489.132264
150.0,541,492.993193
200.0,472,496.355128
205.0,500,500.814192
185.0,722,506.165582
225.0,704,512.047571
175.0,591,516.304174
105.0,379,519.183785
120.0,466,522.483655
115.0,619,527.959803
50.0,369,530.463337
445.0,718,536.339007
180.0,466,540.211594
455.0,660,544.999995
435.0,702,550.794564
275.0,655,555.840034
170.0,606,560.203952
140.0,736,567.024015
360.0,1309,577.877243
35.0,336,580.21955
445.0,651,585.127913
255.0,607,590.752427
95.0,398,593.733325
220.0,463,596.939234
265.0,735,603.792233
220.0,795,609.834617
520.0,741,616.567664
205.0,631,621.087134
375.0,642,626.802614
320.0,777,632.408244
610.0,901,640.045971
210.0,566,644.004529
150.0,399,646.856991
150.0,425,650.057964
175.0,498,654.110482
30.0,320,656.263472
145.0,492,659.915469
315.0,757,666.37205
115.0,432,669.504719
165.0,524,673.313255
110.0,523,677.808493
285.0,831,683.804662
225.0,651,689.814301
295.0,734,699.9158
315.0,813,706.492079
335.0,647,711.334503
655.0,982,719.215446
225.0,658,724.00648
340.0,643,729.668552
225.0,434,732.463137
475.0,674,737.341397
410.0,682,743.23362
200.0,548,747.022268
365.0,821,753.642673
375.0,754,759.167019
135.0,455,762.442076
145.0,430,766.178693
390.0,743,771.732764
670.0,993,779.971735
230.0,532,783.349198
110.0,293,785.304882
260.0,650,790.913776
185.0,459,794.142673
515.0,585,798.195987
270.0,565,803.186736
180.0,476,806.848617
310.0,598,811.143747
445.0,873,818.628761
385.0,852,824.766763
610.0,909,832.397305
315.0,736,837.630293
210.0,509,842.257246
115.0,390,845.116744
330.0,680,849.850682
420.0,1006,858.112454
320.0,674,862.799526
380.0,799,869.547834
280.0,608,873.833735
525.0,823,880.574856
95.0,378,883.179992
280.0,667,887.718901
420.0,826,894.640358
35.0,287,896.267169
500.0,871,903.040648
205.0,570,907.728791
190.0,460,910.967682
245.0,563,915.07251
380.0,785,921.326315
575.0,719,926.276348
435.0,573,931.389801
345.0,516,934.95432
490.0,1014,943.254431
280.0,812,949.113653
725.0,949,956.960928
485.0,799,962.80414
275.0,660,968.199283
360.0,661,973.075154
180.0,490,976.535678
245.0,604,981.487303
385.0,774,987.303158
455.0,745,993.47028
515.0,801,998.962237
240.0,767,1005.468736
580.0,1192,1014.039445
540.0,877,1021.507996
320.0,623,1026.015464
590.0,992,1037.402626
650.0,767,1043.912135
215.0,574,1047.962097
360.0,679,1052.777901
145.0,634,1058.538942
155.0,472,1061.46683
200.0,568,1065.259152
305.0,850,1072.360076
85.0,394,1075.093987
100.0,360,1077.298543
300.0,769,1083.743125
540.0,894,1089.892455
305.0,484,1094.203987
370.0,715,1099.354237
390.0,826,1105.456986
445.0,696,1110.479363
115.0,297,1112.562404
