#{"t_start": 1779572699.1624725, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
70.0,301,4.868989
155.0,412,8.694019
10.0,382,11.265876
185.0,491,14.885601
140.0,623,19.879089
305.0,849,27.035958
105.0,480,30.589578
65.0,409,34.704071
155.0,488,38.023471
70.0,409,40.95773
245.0,667,46.572598
95.0,484,50.289818
390.0,720,56.015371
165.0,605,61.496017
495.0,1040,69.327563
45.0,305,72.246571
130.0,485,75.790096
300.0,822,81.839001
295.0,789,88.600638
35.0,291,90.34363
140.0,410,93.373577
90.0,508,98.174384
60.0,398,101.020444
335.0,974,108.624001
105.0,492,112.467306
80.0,397,115.40268
40.0,445,118.719129
230.0,700,124.940145
200.0,638,129.401352
155.0,496,133.408584
220.0,645,138.708538
25.0,253,140.49244
150.0,670,145.557606
60.0,463,149.847952
215.0,575,154.069737
235.0,664,159.445578
220.0,675,164.574071
305.0,814,170.656437
205.0,594,175.877949
190.0,488,179.323323
110.0,362,181.823155
325.0,479,186.30752
115.0,474,189.677225
200.0,638,194.373611
120.0,564,199.538246
50.0,348,202.045524
65.0,334,204.013632
220.0,696,209.692694
45.0,277,211.921331
95.0,373,214.526495
105.0,522,218.328023
200.0,645,223.931123
155.0,509,227.674036
100.0,400,230.228966
110.0,369,232.965827
335.0,753,239.17803
150.0,567,243.342404
315.0,841,250.747136
105.0,496,254.403885
245.0,848,261.543715
90.0,299,263.627581
205.0,903,270.388503
115.0,341,273.25633
220.0,551,277.469828
95.0,402,280.3899
240.0,561,284.984833
175.0,517,289.371527
365.0,825,295.66295
165.0,721,301.875144
10.0,347,304.183786
90.0,294,306.364944
125.0,481,310.348313
75.0,466,313.791682
170.0,580,318.068353
105.0,492,321.699569
80.0,414,325.527595
650.0,906,332.453632
15.0,401,335.812387
115.0,416,339.18556
750.0,1269,352.577771
330.0,729,358.218165
415.0,881,365.44515
240.0,626,370.301845
80.0,269,371.812173
35.0,508,376.556859
170.0,511,380.321149
240.0,575,384.375513
470.0,641,390.194621
60.0,265,391.936756
15.0,335,394.500012
135.0,564,399.659162
20.0,258,401.263343
275.0,645,406.008732
75.0,288,407.804345
285.0,685,413.665567
210.0,513,417.421532
385.0,639,421.884863
170.0,476,426.269103
110.0,463,429.675781
300.0,808,436.197693
355.0,690,441.626678
205.0,680,446.533746
120.0,401,450.383264
5.0,231,451.785756
205.0,694,456.730145
140.0,518,460.599003
390.0,668,465.975672
200.0,515,469.658542
130.0,488,473.302755
295.0,780,480.053391
320.0,736,485.745646
230.0,595,490.778303
65.0,376,493.537278
40.0,331,495.620345
135.0,495,499.983365
430.0,1002,507.603479
455.0,762,514.078347
160.0,680,519.391528
290.0,681,525.35737
660.0,1130,533.913975
435.0,681,539.676303
190.0,448,542.942954
35.0,390,545.621201
435.0,819,552.357644
190.0,774,558.41802
160.0,535,563.324779
205.0,541,567.574636
180.0,517,571.295472
250.0,603,576.65802
190.0,658,581.354734
430.0,587,585.802947
105.0,373,589.577188
250.0,536,593.375848
290.0,719,599.048314
165.0,610,604.581244
35.0,378,607.412455
245.0,590,612.001352
270.0,628,617.558907
255.0,568,621.482891
265.0,691,627.473494
210.0,530,631.233461
325.0,751,636.554225
75.0,409,640.32315
715.0,947,647.272475
220.0,588,652.450766
290.0,660,657.157516
240.0,550,661.056474
210.0,759,667.41779
195.0,541,671.475742
125.0,395,674.36575
170.0,504,678.850457
135.0,469,682.276158
350.0,689,687.326925
295.0,644,697.727663
155.0,526,702.39467
205.0,598,706.750595
425.0,694,712.019487
200.0,666,717.806912
370.0,648,722.334121
620.0,911,730.042837
530.0,911,736.465214
485.0,551,741.428455
50.0,280,743.303807
500.0,1006,750.674137
370.0,859,757.629584
155.0,463,760.941071
370.0,652,766.475112
340.0,621,770.801763
200.0,556,774.676721
360.0,738,781.252393
400.0,839,786.988638
145.0,520,791.760977
485.0,640,796.334712
145.0,581,800.335525
430.0,747,806.987103
685.0,898,813.286616
240.0,509,817.82854
30.0,282,819.706466
135.0,454,823.134498
385.0,728,829.153894
455.0,762,834.448022
230.0,569,838.369255
475.0,631,843.74576
375.0,679,848.917937
380.0,684,854.833763
375.0,835,860.522015
450.0,995,868.865001
105.0,313,871.083822
470.0,873,877.18666
290.0,613,882.599191
480.0,754,887.884866
320.0,674,893.478174
405.0,800,899.182664
160.0,490,902.778819
235.0,561,907.656719
350.0,810,913.490653
295.0,779,920.143094
430.0,1068,927.953089
305.0,679,933.743014
385.0,944,940.263821
555.0,801,947.019311
200.0,470,950.350533
225.0,574,955.098432
100.0,298,957.192686
220.0,563,961.139021
750.0,984,969.138138
320.0,609,973.444294
450.0,943,981.241873
405.0,850,987.504449
345.0,873,994.708195
190.0,456,997.846617
100.0,402,1000.542506
265.0,557,1004.912048
350.0,644,1009.967554
310.0,706,1014.887435
190.0,763,1021.478914
495.0,1054,1033.779655
595.0,767,1038.877079
110.0,369,1041.60827
355.0,682,1047.238041
40.0,294,1048.883063
290.0,599,1053.072143
240.0,560,1058.064102
230.0,539,1061.808249
